Time,area,rain
2021-08-12 02:02:00,Kowloon City,0 to 6
2021-08-12 03:16:00,Sha Tin,6 to 29
2021-08-12 03:16:00,Islands District,0 to 8
2021-08-12 03:16:00,Central &amp; Western District,0 to 6
2021-08-12 03:16:00,Yau Tsim Mong,0 to 3
2021-08-12 03:16:00,Wong Tai Sin,1 to 12
2021-08-12 03:16:00,Yuen Long,0 to 1
2021-08-12 03:16:00,Sham Shui Po,4 to 12
2021-08-12 03:16:00,North District,0 to 2
2021-08-12 03:16:00,Sai Kung,0 to 1
2021-08-12 03:16:00,Kowloon City,0 to 18
2021-08-12 03:16:00,Tai Po,0 to 12
2021-08-12 03:16:00,Southern District,0 to 1
2021-08-12 03:16:00,Kwai Tsing,3 to 12
2021-08-12 03:16:00,Tsuen Wan,1 to 13
2021-08-12 04:02:00,North District,0 to 1
2021-08-12 11:02:00,Tai Po,0 to 1
2021-08-12 12:31:00,Tai Po,0 to 4
2021-08-12 12:31:00,Sai Kung,0 to 3
2021-08-12 12:31:00,North District,0 to 2
2021-08-12 12:31:00,Yuen Long,0 to 1
2021-08-12 13:02:00,Islands District,0 to 4
2021-08-12 13:02:00,Yuen Long,0 to 13
2021-08-12 14:02:00,North District,0 to 7
2021-08-12 14:02:00,Southern District,0 to 2
2021-08-12 14:02:00,Sha Tin,0 to 16
2021-08-12 15:02:00,Southern District,0 to 5
2021-08-12 15:02:00,Tai Po,0 to 3
2021-08-12 15:02:00,North District,0 to 1
2021-08-12 15:02:00,Central &amp; Western District,0 to 1
2021-08-12 15:02:00,Wan Chai,0 to 2
2021-08-12 16:16:00,Tai Po,0 to 2
2021-08-12 16:16:00,Wong Tai Sin,0 to 4
2021-08-12 16:16:00,Islands District,0 to 5
2021-08-12 16:16:00,Sha Tin,0 to 8
2021-08-12 16:16:00,Central &amp; Western District,0 to 4
2021-08-12 16:16:00,North District,0 to 2
2021-08-12 17:02:00,North District,0 to 3
2021-08-13 03:02:00,Kwai Tsing,0 to 1
2021-08-13 03:02:00,Tsuen Wan,0 to 1
2021-08-13 10:02:00,Islands District,0 to 27
2021-08-13 10:02:00,Eastern District,0 to 1
2021-08-13 11:36:00,Sai Kung,0 to 7
2021-08-13 11:36:00,Tsuen Wan,0 to 13
2021-08-13 11:36:00,Yuen Long,0 to 23
2021-08-13 11:36:00,Sham Shui Po,0 to 1
2021-08-13 11:36:00,Central &amp; Western District,4 to 9
2021-08-13 11:36:00,Wan Chai,1 to 11
2021-08-13 11:36:00,Eastern District,0 to 8
2021-08-13 11:36:00,Kwai Tsing,0 to 3
2021-08-13 11:36:00,Kowloon City,0 to 13
2021-08-13 11:36:00,Kwun Tong,1 to 8
2021-08-13 11:36:00,Southern District,1 to 19
2021-08-13 11:36:00,Islands District,0 to 27
2021-08-13 11:36:00,Tuen Mun,0 to 8
2021-08-13 11:36:00,Sha Tin,0 to 13
2021-08-13 11:36:00,Tai Po,0 to 14
2021-08-13 12:02:00,Kwai Tsing,0 to 3
2021-08-13 12:02:00,Islands District,0 to 6
2021-08-13 12:02:00,Tuen Mun,0 to 1
2021-08-13 12:02:00,Yuen Long,0 to 1
2021-08-13 12:02:00,Central &amp; Western District,2 to 7
2021-08-13 12:02:00,Tai Po,0 to 36
2021-08-13 12:02:00,North District,0 to 6
2021-08-13 12:02:00,Eastern District,0 to 13
2021-08-13 12:02:00,Kwun Tong,5 to 14
2021-08-13 12:02:00,Sham Shui Po,0 to 2
2021-08-13 12:02:00,Wan Chai,7 to 14
2021-08-13 12:02:00,Sha Tin,0 to 22
2021-08-13 12:02:00,Southern District,2 to 11
2021-08-13 12:02:00,Wong Tai Sin,1 to 7
2021-08-13 12:02:00,Kowloon City,1 to 4
2021-08-13 12:02:00,Yau Tsim Mong,1 to 3
2021-08-13 12:02:00,Sai Kung,0 to 26
2021-08-13 12:02:00,Tsuen Wan,0 to 1
2021-08-13 13:02:00,Sham Shui Po,1
2021-08-13 13:02:00,Yau Tsim Mong,0 to 1
2021-08-13 13:02:00,North District,0 to 5
2021-08-13 13:02:00,Central &amp; Western District,0 to 2
2021-08-13 13:02:00,Tsuen Wan,0 to 1
2021-08-13 13:02:00,Kwai Tsing,0 to 1
2021-08-13 13:02:00,Sha Tin,0 to 1
2021-08-13 13:02:00,Southern District,0 to 1
2021-08-13 13:02:00,Islands District,0 to 2
2021-08-13 13:02:00,Sai Kung,0 to 2
2021-08-13 13:02:00,Tai Po,0 to 2
2021-08-13 13:02:00,Kowloon City,0 to 1
2021-08-13 13:02:00,Wan Chai,0 to 1
2021-08-13 21:02:00,Islands District,0 to 1
2021-08-14 04:02:00,North District,0 to 8
2021-08-14 04:02:00,Wong Tai Sin,0 to 1
2021-08-14 04:02:00,Sham Shui Po,0 to 1
2021-08-14 04:02:00,Yuen Long,0 to 6
2021-08-14 04:02:00,Sha Tin,0 to 4
2021-08-14 05:02:00,North District,0 to 5
2021-08-14 05:02:00,Islands District,0 to 2
2021-08-14 06:02:00,Sha Tin,0 to 1
2021-08-14 06:02:00,Tuen Mun,0 to 6
2021-08-14 06:02:00,Tsuen Wan,0 to 1
2021-08-14 06:02:00,Islands District,0 to 7
2021-08-14 06:02:00,Yuen Long,0 to 23
2021-08-14 06:02:00,Sai Kung,0 to 3
2021-08-14 07:56:00,Yuen Long,3 to 37
2021-08-14 07:56:00,Sha Tin,0 to 9
2021-08-14 07:56:00,Eastern District,0 to 1
2021-08-14 07:56:00,Southern District,0 to 2
2021-08-14 07:56:00,Tsuen Wan,0 to 8
2021-08-14 07:56:00,Islands District,0 to 17
2021-08-14 07:56:00,Tuen Mun,6 to 18
2021-08-14 07:56:00,Kowloon City,0 to 4
2021-08-14 07:56:00,Yau Tsim Mong,0 to 1
2021-08-14 07:56:00,Sai Kung,0 to 9
2021-08-14 07:56:00,Tai Po,0 to 13
2021-08-14 07:56:00,North District,0 to 13
2021-08-14 08:31:00,Southern District,0 to 1
2021-08-14 08:31:00,Tsuen Wan,3 to 34
2021-08-14 08:31:00,Central &amp; Western District,0 to 14
2021-08-14 08:31:00,Wong Tai Sin,0 to 15
2021-08-14 08:31:00,Sham Shui Po,3 to 10
2021-08-14 08:31:00,Sai Kung,0 to 10
2021-08-14 08:31:00,Tuen Mun,0 to 12
2021-08-14 08:31:00,Yau Tsim Mong,0 to 2
2021-08-14 08:31:00,Islands District,0 to 6
2021-08-14 08:31:00,Kwun Tong,0 to 2
2021-08-14 08:31:00,Sha Tin,2 to 16
2021-08-14 08:31:00,Tai Po,0 to 37
2021-08-14 08:31:00,Kowloon City,0 to 4
2021-08-14 08:31:00,North District,0 to 54
2021-08-14 08:31:00,Yuen Long,1 to 41
2021-08-14 08:31:00,Kwai Tsing,2 to 23
2021-08-14 09:51:00,Kowloon City,0 to 1
2021-08-14 09:51:00,Kwun Tong,1 to 2
2021-08-14 09:51:00,Sham Shui Po,0 to 1
2021-08-14 09:51:00,North District,10 to 24
2021-08-14 09:51:00,Wong Tai Sin,0 to 1
2021-08-14 09:51:00,Tuen Mun,0 to 1
2021-08-14 09:51:00,Tai Po,1 to 13
2021-08-14 09:51:00,Eastern District,0 to 4
2021-08-14 09:51:00,Sha Tin,0 to 2
2021-08-14 09:51:00,Islands District,0 to 1
2021-08-14 09:51:00,Yuen Long,0 to 6
2021-08-14 09:51:00,Sai Kung,0 to 4
2021-08-14 09:51:00,Southern District,0 to 2
2021-08-14 09:51:00,Central &amp; Western District,0 to 1
2021-08-14 10:26:00,Islands District,0 to 24
2021-08-14 10:26:00,Tuen Mun,0 to 1
2021-08-14 10:26:00,Kwai Tsing,0 to 1
2021-08-14 10:26:00,Central &amp; Western District,0 to 1
2021-08-14 10:26:00,Sai Kung,0 to 10
2021-08-14 10:26:00,Southern District,0 to 13
2021-08-14 10:26:00,Sha Tin,0 to 1
2021-08-14 10:26:00,Yuen Long,0 to 2
2021-08-14 10:26:00,Tsuen Wan,0 to 1
2021-08-14 10:26:00,Tai Po,0 to 4
2021-08-14 10:26:00,Eastern District,0 to 8
2021-08-14 10:26:00,North District,1 to 5
2021-08-14 10:26:00,Sham Shui Po,0 to 1
2021-08-14 11:02:00,Eastern District,0 to 5
2021-08-14 11:02:00,Kowloon City,0 to 1
2021-08-14 11:02:00,Southern District,0 to 4
2021-08-14 11:02:00,Wan Chai,0 to 2
2021-08-14 11:02:00,Sai Kung,0 to 6
2021-08-14 11:02:00,Islands District,0 to 2
2021-08-14 11:02:00,Tsuen Wan,0 to 1
2021-08-14 11:02:00,North District,0 to 1
2021-08-14 11:02:00,Central &amp; Western District,0 to 1
2021-08-14 11:02:00,Kwun Tong,0 to 2
2021-08-14 12:02:00,Sai Kung,0 to 1
2021-08-14 12:02:00,North District,0 to 1
2021-08-14 12:02:00,Wong Tai Sin,0 to 1
2021-08-14 12:02:00,Central &amp; Western District,0 to 1
2021-08-14 12:02:00,Tai Po,0 to 2
2021-08-14 13:46:00,Tuen Mun,0 to 2
2021-08-14 13:46:00,Tsuen Wan,0 to 1
2021-08-14 13:46:00,Islands District,0 to 10
2021-08-14 14:02:00,Southern District,1 to 4
2021-08-14 14:02:00,Yau Tsim Mong,0 to 1
2021-08-14 14:02:00,Wong Tai Sin,0 to 1
2021-08-14 14:02:00,Tuen Mun,0 to 1
2021-08-14 14:02:00,Tsuen Wan,0 to 1
2021-08-14 14:02:00,Kowloon City,0 to 1
2021-08-14 14:02:00,Wan Chai,0 to 2
2021-08-14 14:02:00,Yuen Long,0 to 1
2021-08-14 14:02:00,Sha Tin,0 to 2
2021-08-14 14:02:00,Islands District,0 to 4
2021-08-14 14:02:00,Sham Shui Po,1 to 2
2021-08-14 14:02:00,Central &amp; Western District,1 to 5
2021-08-14 14:02:00,Eastern District,0 to 1
2021-08-14 15:15:00,Tai Po,0 to 1
2021-08-14 15:15:00,Sai Kung,0 to 1
2021-08-14 15:15:00,Islands District,0 to 6
2021-08-14 15:15:00,Southern District,0 to 1
2021-08-14 16:02:00,Eastern District,0 to 1
2021-08-14 16:02:00,Sai Kung,0 to 2
2021-08-14 16:02:00,Islands District,0 to 1
2021-08-15 01:02:00,Islands District,0 to 1
2021-08-15 01:02:00,Tuen Mun,0 to 2
2021-08-15 02:02:00,Tai Po,0 to 1
2021-08-15 03:02:00,Yuen Long,0 to 1
2021-08-15 04:02:00,Eastern District,0 to 2
2021-08-15 04:02:00,Wan Chai,0 to 1
2021-08-15 04:02:00,Islands District,0 to 1
2021-08-15 04:02:00,Southern District,0 to 3
2021-08-15 04:02:00,Yuen Long,0 to 3
2021-08-15 04:02:00,Kwun Tong,0 to 1
2021-08-15 05:02:00,Wan Chai,0 to 1
2021-08-15 05:02:00,Islands District,0 to 3
2021-08-15 05:02:00,Sham Shui Po,1
2021-08-15 05:02:00,Sai Kung,0 to 2
2021-08-15 05:02:00,Kowloon City,1 to 2
2021-08-15 05:02:00,Southern District,1 to 5
2021-08-15 05:02:00,Eastern District,0 to 3
2021-08-15 05:02:00,Wong Tai Sin,1
2021-08-15 05:02:00,Sha Tin,0 to 1
2021-08-15 05:02:00,Central &amp; Western District,0 to 1
2021-08-15 05:02:00,Kwun Tong,0 to 1
2021-08-15 05:02:00,Yau Tsim Mong,1
2021-08-15 05:02:00,Kwai Tsing,0 to 1
2021-08-15 06:02:00,Central &amp; Western District,0 to 1
2021-08-15 06:02:00,Sham Shui Po,0 to 1
2021-08-15 06:02:00,Eastern District,0 to 1
2021-08-15 06:02:00,Kowloon City,0 to 1
2021-08-15 06:02:00,Sai Kung,0 to 1
2021-08-15 06:02:00,Sha Tin,0 to 1
2021-08-15 06:02:00,Wan Chai,0 to 1
2021-08-15 06:02:00,Kwun Tong,1
2021-08-15 07:02:00,Sai Kung,0 to 1
2021-08-15 07:02:00,Tai Po,0 to 1
2021-08-15 08:02:00,Islands District,0 to 2
2021-08-15 09:02:00,Yuen Long,0 to 1
2021-08-15 10:02:00,Yuen Long,0 to 1
2021-08-15 10:02:00,Sha Tin,0 to 1
2021-08-15 10:02:00,Wong Tai Sin,0 to 1
2021-08-15 10:02:00,Kowloon City,0 to 1
2021-08-15 10:02:00,Kwai Tsing,0 to 1
2021-08-15 10:02:00,Tsuen Wan,0 to 1
2021-08-15 14:26:00,Central &amp; Western District,0 to 4
2021-08-15 14:26:00,Southern District,0 to 4
2021-08-15 14:26:00,Islands District,0 to 5
2021-08-15 14:26:00,Sham Shui Po,0 to 1
2021-08-15 14:26:00,Tsuen Wan,0 to 2
2021-08-15 14:26:00,Kwai Tsing,0 to 3
2021-08-15 14:26:00,Yau Tsim Mong,0 to 3
2021-08-15 14:26:00,Kowloon City,0 to 3
2021-08-15 15:56:00,Yuen Long,0 to 4
2021-08-15 15:56:00,Yau Tsim Mong,0 to 1
2021-08-15 15:56:00,Kwai Tsing,0 to 1
2021-08-15 15:56:00,Tai Po,0 to 13
2021-08-15 15:56:00,Wong Tai Sin,0 to 4
2021-08-15 15:56:00,Tuen Mun,0 to 4
2021-08-15 15:56:00,Sham Shui Po,0 to 4
2021-08-15 15:56:00,North District,0 to 4
2021-08-15 15:56:00,Sha Tin,1 to 17
2021-08-15 15:56:00,Tsuen Wan,0 to 6
2021-08-15 15:56:00,Kowloon City,0 to 7
2021-08-15 15:56:00,Islands District,0 to 8
2021-08-15 16:56:00,Islands District,0 to 4
2021-08-15 16:56:00,Yuen Long,0 to 1
2021-08-15 17:02:00,Tsuen Wan,0 to 1
2021-08-15 17:02:00,Eastern District,0 to 1
2021-08-15 17:02:00,Islands District,0 to 3
2021-08-15 18:02:00,Kwun Tong,0 to 4
2021-08-15 18:02:00,Islands District,0 to 7
2021-08-15 18:02:00,Sai Kung,0 to 2
2021-08-15 18:02:00,Wan Chai,3 to 6
2021-08-15 18:02:00,Eastern District,0 to 3
2021-08-15 18:02:00,Central &amp; Western District,0 to 7
2021-08-15 18:02:00,Southern District,3 to 14
2021-08-15 19:02:00,Central &amp; Western District,0 to 4
2021-08-15 19:02:00,Tsuen Wan,0 to 1
2021-08-15 19:02:00,Wan Chai,1 to 3
2021-08-15 19:02:00,Kowloon City,0 to 3
2021-08-15 19:02:00,Eastern District,0 to 4
2021-08-15 19:02:00,Kwun Tong,1 to 2
2021-08-15 19:02:00,Yau Tsim Mong,0 to 2
2021-08-15 19:02:00,Kwai Tsing,0 to 1
2021-08-15 19:02:00,Sai Kung,0 to 1
2021-08-15 19:02:00,Southern District,0 to 3
2021-08-15 19:02:00,Wong Tai Sin,1
2021-08-15 22:02:00,Islands District,0 to 2
2021-08-15 23:26:00,Yau Tsim Mong,0 to 1
2021-08-15 23:26:00,Wong Tai Sin,0 to 1
2021-08-15 23:26:00,Kwai Tsing,1 to 7
2021-08-15 23:26:00,Islands District,0 to 1
2021-08-15 23:26:00,Southern District,0 to 2
2021-08-15 23:26:00,Eastern District,0 to 2
2021-08-15 23:26:00,Sha Tin,0 to 9
2021-08-15 23:26:00,Central &amp; Western District,0 to 4
2021-08-15 23:26:00,Tsuen Wan,0 to 6
2021-08-15 23:26:00,Tai Po,0 to 7
2021-08-15 23:26:00,Sham Shui Po,2 to 4
2021-08-15 23:26:00,Kowloon City,1
2021-08-15 23:26:00,Sai Kung,0 to 1
2021-08-15 23:26:00,Yuen Long,0 to 2
2021-08-16 00:02:00,Tai Po,0 to 4
2021-08-16 00:02:00,Southern District,0 to 12
2021-08-16 00:02:00,Sai Kung,0 to 3
2021-08-16 00:02:00,North District,0 to 3
2021-08-16 00:02:00,Eastern District,0 to 2
2021-08-16 00:02:00,Islands District,0 to 5
2021-08-16 00:02:00,Sha Tin,0 to 2
2021-08-16 01:31:00,Tai Po,0 to 4
2021-08-16 01:31:00,Islands District,0 to 2
2021-08-16 01:31:00,Sai Kung,0 to 6
2021-08-16 02:02:00,Islands District,0 to 8
2021-08-16 03:31:00,Central &amp; Western District,0 to 2
2021-08-16 03:31:00,Southern District,0 to 4
2021-08-16 03:31:00,Sham Shui Po,1 to 2
2021-08-16 03:31:00,Islands District,0 to 11
2021-08-16 03:31:00,Tsuen Wan,0 to 2
2021-08-16 04:02:00,Islands District,0 to 1
2021-08-16 08:02:00,Tuen Mun,0 to 1
2021-08-16 08:02:00,Islands District,0 to 4
2021-08-16 08:02:00,Kwai Tsing,0 to 1
2021-08-16 09:02:00,Wong Tai Sin,0 to 4
2021-08-16 09:02:00,Sai Kung,0 to 2
2021-08-16 09:02:00,Kwai Tsing,0 to 3
2021-08-16 09:02:00,Islands District,0 to 2
2021-08-16 09:02:00,Sha Tin,0 to 1
2021-08-16 09:02:00,Tai Po,0 to 1
2021-08-16 10:02:00,Kwun Tong,1 to 4
2021-08-16 10:02:00,Kowloon City,0 to 4
2021-08-16 10:02:00,Yuen Long,0 to 10
2021-08-16 10:02:00,Sha Tin,0 to 2
2021-08-16 10:02:00,Islands District,0 to 4
2021-08-16 10:02:00,Sai Kung,0 to 1
2021-08-16 10:02:00,Tuen Mun,0 to 22
2021-08-16 10:02:00,Yau Tsim Mong,2 to 6
2021-08-16 11:56:00,Islands District,0 to 7
2021-08-16 11:56:00,Kwun Tong,0 to 4
2021-08-16 11:56:00,Yau Tsim Mong,0 to 5
2021-08-16 11:56:00,Tsuen Wan,0 to 1
2021-08-16 11:56:00,Kowloon City,0 to 4
2021-08-16 11:56:00,Tuen Mun,0 to 10
2021-08-16 11:56:00,North District,0 to 11
2021-08-16 11:56:00,Yuen Long,0 to 21
2021-08-16 11:56:00,Sha Tin,0 to 9
2021-08-16 11:56:00,Tai Po,0 to 7
2021-08-16 11:56:00,Sai Kung,0 to 4
2021-08-16 11:56:00,Wong Tai Sin,3 to 11
2021-08-16 12:02:00,Tsuen Wan,0 to 2
2021-08-16 12:02:00,Kwun Tong,0 to 4
2021-08-16 12:02:00,Sha Tin,0 to 3
2021-08-16 12:02:00,Sai Kung,0 to 7
2021-08-16 12:02:00,Tuen Mun,0 to 14
2021-08-16 12:02:00,Central &amp; Western District,0 to 4
2021-08-16 12:02:00,Islands District,0 to 1
2021-08-16 12:02:00,Tai Po,0 to 7
2021-08-16 12:02:00,Wan Chai,1 to 4
2021-08-16 12:02:00,Yuen Long,0 to 8
2021-08-16 12:02:00,North District,0 to 13
2021-08-16 12:02:00,Wong Tai Sin,0 to 2
2021-08-16 13:46:00,Wong Tai Sin,0 to 6
2021-08-16 13:46:00,Sha Tin,0 to 12
2021-08-16 13:46:00,North District,0 to 19
2021-08-16 13:46:00,Sai Kung,0 to 8
2021-08-16 13:46:00,Tai Po,0 to 16
2021-08-16 14:02:00,Sai Kung,0 to 4
2021-08-16 14:02:00,Sha Tin,0 to 1
2021-08-16 14:02:00,Tai Po,0 to 34
2021-08-16 14:02:00,North District,0 to 1
2021-08-16 15:02:00,Yuen Long,0 to 2
2021-08-16 15:02:00,Tai Po,0 to 2
2021-08-16 15:02:00,North District,0 to 8
2021-08-17 07:02:00,Islands District,0 to 1
2021-08-18 14:02:00,Yuen Long,0 to 5
2021-08-18 14:02:00,Tai Po,0 to 1
2021-08-18 15:51:00,Tai Po,0 to 27
2021-08-18 16:31:00,Yuen Long,0 to 21
2021-08-18 16:31:00,Tai Po,0 to 19
2021-08-18 16:31:00,North District,1 to 57
2021-08-18 17:02:00,North District,0 to 41
2021-08-18 17:02:00,Yuen Long,0 to 1
2021-08-18 17:02:00,Tai Po,0 to 25
2021-08-19 07:31:00,Central &amp; Western District,0 to 4
2021-08-19 07:31:00,Wan Chai,0 to 4
2021-08-19 10:41:00,Sham Shui Po,0 to 6
2021-08-19 10:41:00,Kowloon City,0 to 3
2021-08-19 10:41:00,Central &amp; Western District,0 to 1
2021-08-19 11:02:00,Central &amp; Western District,0 to 9
2021-08-19 11:02:00,Islands District,0 to 17
2021-08-19 11:02:00,Wong Tai Sin,0 to 41
2021-08-19 11:02:00,Sha Tin,0 to 10
2021-08-19 11:02:00,Kowloon City,0 to 14
2021-08-19 11:02:00,Yau Tsim Mong,5 to 21
2021-08-19 11:02:00,Wan Chai,0 to 9
2021-08-19 11:02:00,Eastern District,0 to 17
2021-08-19 12:41:00,Tuen Mun,0 to 9
2021-08-19 12:41:00,Tsuen Wan,0 to 2
2021-08-19 12:41:00,Islands District,0 to 27
2021-08-19 12:41:00,Tai Po,0 to 10
2021-08-19 12:41:00,Yuen Long,0 to 50
2021-08-19 12:41:00,Central &amp; Western District,0 to 6
2021-08-19 12:41:00,Kowloon City,3 to 11
2021-08-19 12:41:00,Eastern District,0 to 17
2021-08-19 12:41:00,Wan Chai,0 to 12
2021-08-19 12:41:00,Sha Tin,0 to 15
2021-08-19 12:41:00,North District,0 to 16
2021-08-19 12:41:00,Yau Tsim Mong,6 to 8
2021-08-19 12:41:00,Wong Tai Sin,2 to 15
2021-08-19 13:57:00,Central &amp; Western District,0 to 3
2021-08-19 13:57:00,Yuen Long,0 to 41
2021-08-19 13:57:00,North District,0 to 56
2021-08-19 13:57:00,Tuen Mun,0 to 1
2021-08-19 13:57:00,Eastern District,0 to 1
2021-08-19 13:57:00,Tai Po,0 to 3
2021-08-19 14:02:00,Islands District,0 to 1
2021-08-19 14:02:00,Yau Tsim Mong,2 to 4
2021-08-19 14:02:00,Sham Shui Po,0 to 1
2021-08-19 14:02:00,Wong Tai Sin,0 to 3
2021-08-19 15:41:00,Wong Tai Sin,0 to 4
2021-08-19 15:41:00,Yau Tsim Mong,0 to 2
2021-08-19 15:41:00,Wan Chai,0 to 5
2021-08-19 16:02:00,Yuen Long,0 to 1
2021-08-19 17:02:00,Yuen Long,0 to 1
2021-08-19 19:02:00,North District,0 to 8
2021-08-20 08:02:00,Islands District,0 to 5
2021-08-20 13:02:00,North District,0 to 6
2021-08-20 14:02:00,Tai Po,0 to 13
2021-08-20 14:02:00,Sha Tin,0 to 18
2021-08-20 15:02:00,Tai Po,0 to 3
2021-08-21 06:02:00,Tuen Mun,0 to 1
2021-08-21 07:02:00,Islands District,0 to 1
2021-08-21 07:02:00,Tuen Mun,0 to 1
2021-08-21 07:02:00,Yuen Long,0 to 3
2021-08-22 08:02:00,Southern District,0 to 1
2021-08-22 08:02:00,Central &amp; Western District,0 to 1
2021-08-22 08:02:00,Wan Chai,0 to 1
2021-08-22 12:02:00,Southern District,0 to 1
2021-08-23 05:02:00,Islands District,0 to 1
2021-08-23 11:02:00,Islands District,0 to 3
2021-08-23 12:02:00,Tai Po,0 to 3
2021-08-23 12:02:00,Islands District,0 to 2
2021-08-23 12:02:00,Yuen Long,0 to 7
2021-08-23 12:02:00,Tsuen Wan,0 to 8
2021-08-23 12:02:00,North District,0 to 1
2021-08-23 13:02:00,Tsuen Wan,0 to 6
2021-08-23 13:02:00,Islands District,0 to 2
2021-08-23 13:02:00,North District,0 to 1
2021-08-23 13:02:00,Yuen Long,0 to 1
2021-08-23 13:02:00,Tai Po,0 to 1
2021-08-23 14:02:00,Yuen Long,0 to 1
2021-08-23 14:02:00,Tsuen Wan,0 to 7
2021-08-23 14:02:00,Tai Po,0 to 1
2021-08-23 23:02:00,Tuen Mun,0 to 2
2021-08-24 00:02:00,Sai Kung,0 to 3
2021-08-24 00:02:00,Kwai Tsing,0 to 2
2021-08-24 01:02:00,Yuen Long,0 to 1
2021-08-24 05:02:00,Central &amp; Western District,0 to 1
2021-08-24 05:02:00,Southern District,0 to 3
2021-08-24 06:02:00,Sha Tin,0 to 1
2021-08-24 07:46:00,Islands District,0 to 2
2021-08-24 08:02:00,Southern District,0 to 1
2021-08-24 08:02:00,Sha Tin,0 to 1
2021-08-24 09:32:00,Islands District,0 to 4
2021-08-24 09:32:00,Wan Chai,0 to 1
2021-08-24 09:32:00,Kwun Tong,0 to 5
2021-08-24 09:32:00,Tsuen Wan,0 to 2
2021-08-24 10:02:00,Sham Shui Po,0 to 1
2021-08-24 10:02:00,Kowloon City,0 to 10
2021-08-24 10:02:00,Wong Tai Sin,1 to 5
2021-08-24 10:02:00,Sai Kung,0 to 9
2021-08-24 10:02:00,Wan Chai,7 to 13
2021-08-24 10:02:00,Yau Tsim Mong,5 to 18
2021-08-24 10:02:00,Tai Po,0 to 1
2021-08-24 10:02:00,Sha Tin,0 to 6
2021-08-24 10:02:00,Eastern District,0 to 10
2021-08-24 10:02:00,Central &amp; Western District,4 to 12
2021-08-24 10:02:00,Tuen Mun,0 to 10
2021-08-24 10:02:00,Southern District,0 to 16
2021-08-24 10:02:00,Islands District,0 to 3
2021-08-24 10:02:00,Kwun Tong,0 to 6
2021-08-24 10:02:00,Yuen Long,0 to 11
2021-08-24 11:02:00,North District,0 to 6
2021-08-24 11:02:00,Wong Tai Sin,3 to 7
2021-08-24 11:02:00,Yuen Long,0 to 1
2021-08-24 11:02:00,Kowloon City,1 to 4
2021-08-24 11:02:00,Sham Shui Po,0 to 1
2021-08-24 11:02:00,Kwun Tong,1 to 4
2021-08-24 11:02:00,Tai Po,0 to 5
2021-08-24 11:02:00,Sha Tin,0 to 6
2021-08-24 11:02:00,Sai Kung,0 to 3
2021-08-24 11:02:00,Yau Tsim Mong,2
2021-08-24 12:02:00,Tai Po,0 to 5
2021-08-24 13:02:00,Yuen Long,0 to 1
2021-08-24 13:02:00,Central &amp; Western District,0 to 1
2021-08-24 13:02:00,Southern District,0 to 1
2021-08-24 13:02:00,Islands District,0 to 4
2021-08-24 13:02:00,Tuen Mun,0 to 2
2021-08-24 14:02:00,Kowloon City,0 to 1
2021-08-24 14:02:00,Wong Tai Sin,0 to 1
2021-08-24 14:02:00,Sai Kung,0 to 1
2021-08-24 14:02:00,Eastern District,0 to 1
2021-08-24 14:02:00,Yuen Long,0 to 1
2021-08-24 14:02:00,Yau Tsim Mong,0 to 2
2021-08-24 14:02:00,Central &amp; Western District,0 to 5
2021-08-24 14:02:00,Wan Chai,0 to 2
2021-08-24 14:02:00,Tai Po,0 to 2
2021-08-24 14:02:00,Southern District,0 to 4
2021-08-24 15:02:00,Islands District,0 to 2
2021-08-24 16:02:00,Islands District,0 to 6
2021-08-24 17:02:00,Eastern District,0 to 2
2021-08-24 17:02:00,Islands District,0 to 2
2021-08-24 17:02:00,Southern District,0 to 5
2021-08-24 18:02:00,Eastern District,0 to 1
2021-08-24 18:02:00,Sha Tin,0 to 1
2021-08-24 20:02:00,Islands District,0 to 1
2021-08-25 03:02:00,Tai Po,0 to 1
2021-08-25 03:02:00,Sai Kung,0 to 4
2021-08-25 04:02:00,Islands District,0 to 4
2021-08-25 04:02:00,Tai Po,0 to 1
2021-08-25 05:02:00,Sai Kung,0 to 1
2021-08-25 11:02:00,North District,0 to 4
2021-08-25 15:02:00,Tai Po,0 to 1
2021-08-25 15:02:00,Islands District,0 to 5
2021-08-25 16:21:00,Islands District,0 to 9
2021-08-25 16:21:00,Eastern District,0 to 23
2021-08-25 16:21:00,Tsuen Wan,0 to 4
2021-08-25 16:21:00,Tai Po,0 to 1
2021-08-25 16:21:00,Central &amp; Western District,0 to 6
2021-08-25 16:21:00,Kowloon City,0 to 4
2021-08-25 16:21:00,Southern District,0 to 19
2021-08-25 17:30:00,North District,0 to 6
2021-08-25 17:30:00,Yau Tsim Mong,0 to 1
2021-08-25 17:30:00,Wong Tai Sin,0 to 4
2021-08-25 17:30:00,Tsuen Wan,0 to 9
2021-08-25 17:30:00,Kwun Tong,0 to 4
2021-08-25 17:30:00,Tai Po,0 to 17
2021-08-25 17:30:00,Kowloon City,1 to 8
2021-08-25 17:30:00,Southern District,0 to 1
2021-08-25 17:30:00,Eastern District,0 to 4
2021-08-25 23:02:00,Wong Tai Sin,0 to 1
2021-08-25 23:02:00,Kwun Tong,0 to 1
2021-08-25 23:02:00,Sai Kung,0 to 10
2021-08-26 00:02:00,Sai Kung,0 to 5
2021-08-26 02:02:00,Sai Kung,0 to 1
2021-08-26 03:02:00,Sai Kung,0 to 1
2021-08-26 04:02:00,Islands District,0 to 2
